Column1,Column2,Column3,Sentimento
Mon Sep 27 18:54:22 +0000 2021,[1442563283563671552],"Estou vendo o centro cogitar o voto em Ciro, inclusive várias @ com candidatos a presidente   A candidatura do cearense está galvanizando e atraindo simpatizantes  Se serão suficientes para tirar Bolsonaro do 1o turno e derrotar Lula no 2o, o tempo dirá",
Mon Sep 27 18:54:29 +0000 2021,[1442563311481020418],"@RachelSherazade Nisso o miseraviii acertou, iremos ficar nesse loop infinito até esse despreparado sair do governo, ainda iremos ter que juntar os cacos e vê se dá pra montar algo nesse Brasil pós-Bolsonaro.",
Mon Sep 27 18:54:40 +0000 2021,[1442563356540481542],@sapagospel @pillipe_ @malfeitona @ChamaATravestis @jairbolsonaro a esquerda burra elegeu o Bolsonaro na eleição passada e vai reeleger em 2022. PARABÉNS,
Mon Sep 27 18:54:44 +0000 2021,[1442563373279989763],"Vai ter mesmo ato ""fora Bolsonaro"" domingo? Não tem ngm divulgando essa merda! Vai flopar e fortalecer o bolsa de coco, hein... (tava afim de ir gravar umas mágicas com a galera kkkkk)",
Mon Sep 27 18:54:53 +0000 2021,[1442563410600906754],"Em mil dias de (des) governo, Bolsonaro atuou efetivamente p/ a morte de quase 600 mil brasileiros, trouxe a inflação para a casa de 2 dígitos, elevou o dólar a R$ 5,40, Gasolina a R$ 6,50 , jogou 20 milhões na miséria e tentou, reiteradamente, romper com a democracia!  #Pesadelo",
Mon Sep 27 18:54:56 +0000 2021,[1442563425737928705],"Governo Bolsonaro, 1000 dias de vulgaridade, violência, mentiras negacionismo e corrupção. Esse é o governo da morte. Não é a toa a rejeição recorde de quase 70%. #BolsonaroAcabou",
Mon Sep 27 18:54:59 +0000 2021,[1442563438723493892],"Presidente Bolsonaro mais uma vez, acaba com as NARRATIVAS e lança moda entre chefes de Estado do mundo. Comer pizza na calçada, aliás, Vini fazem os americanos.  Mito é MITO. #BolsonaroOrgulhoDoBrasil  https://t.co/vC0A06X4s2",
Mon Sep 27 18:55:04 +0000 2021,[1442563458197643267],"@claudioedantas Ficaram em casa, perderam os empregos, fecharam a empresa em que trabalhavam, disseram que era para o bem deles, e eles acreditaram! Chamaram Bolsonaro de genocida por ele querer combater a desgraça que veio da China com bom senso, mas a c",
Mon Sep 27 18:55:04 +0000 2021,[1442563459082772481],e tbem para seu conhecimento hoje faz 1.000 dias do governo Bolsonaro e sem nenhuma denuncia de corrupção!  #BolsonaroAte2026  #LulaLadrao,
Mon Sep 27 18:55:08 +0000 2021,[1442563476249972736],"o doutor me passou azitromicina eu tomei um susto achando que ele era do bonde de Bolsonaro, mas aí notei que é antibiótico normal pra quem tá com infecção bacteriana rsrsrs",
Mon Sep 27 18:55:11 +0000 2021,[1442563485167144962],"@Estadao @EstadaoPolitica O que Carlos Bolsonaro, vereador da @camarario , estava fazendo em cerimônia oficial no Piauí ? Foi lançamento de filial de Milícia Carioca no Piauí ?",
Mon Sep 27 18:55:13 +0000 2021,[1442563494583304194],Bolsonaro Fans schickten ihm Morddrohungen. Die demokratische Partei der USA will ihn canceln. Trump nannte er einen Lügner.  Es gibt wenig Journalisten die ihren Wurzeln so treu bleiben. Der beste Follow gegen den täglichen Medienspin: @ggreenwald,
Mon Sep 27 18:55:16 +0000 2021,[1442563508793716738],,
Mon Sep 27 18:55:34 +0000 2021,[1442563582558887941],Sin palabras... Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro. https://t.co/DYSAqBIwqz,
Mon Sep 27 18:55:36 +0000 2021,[1442563592994308098],"@CaioBellandi @PVC @LadoBdoRio Eu escuto os comentários dele na @CBNoficial de manhã e já reparei que ele dá umas cutucadas no Bolsonaro de leve, nada contundente, mas dá sim.",
Mon Sep 27 18:55:36 +0000 2021,[1442563592654663682],"@GefridoT lula em Recife 2019. Pernambuco é de esquerda, lamento em te informar isso. Bolsonaro não ganha aqui nem em sonho, prova disso é  que ninguém dele nunca foi eleito nem pra vereador na Capital. https://t.co/r6mWsYRICi",
Mon Sep 27 18:55:43 +0000 2021,[1442563620941017090],"@o_antagonista Então as duas siglas perseguem o presidente, mas deixam a turma livre pra surfar na onda Bolsonaro. Dizer que é ""pouca vergonha"" é eufemismo.",
Mon Sep 27 18:55:51 +0000 2021,[1442563653836763139],"@gleisi O PT ficou  16 anos no poder engando o povo do Nordeste e do restante do Brasil. Bolsonaro em 1.000 dias  fez o que o PT não fez em 16 anos, principalmente no Nordeste Brasileiro, com a transposição do Rio São Francisco. Acabouuuuuuuu PT",
Mon Sep 27 18:55:52 +0000 2021,[1442563658366681091],"Ele é educado, ponderado, gentil até   A ESSA ALTURA DO CAMPEONATO esse tipo de atributo ja deveria te-lo feito repelir o Bolsonaro.   É pura ingenuidade infantil mesmo...?",
Mon Sep 27 18:55:57 +0000 2021,[1442563678369353728],"@heldersalomao A notícia deveria ser: TSE mandou a plenário o pedido de cassação da chapa do presidente Bolsonaro e de seu vice, Hamilton Mourão... Termos como ""Estuda"" e ""em até 1 mês"" são enrolação, conversa pra boi dormir.",
Mon Sep 27 18:56:08 +0000 2021,[1442563724578107395],"É um páreo duro, dizer quem é mais mentiroso: o pateta Paulo Guedes, o genocida, o Fábio Farias, o Marinho, o Onyx ou o Mourao. O Governo Bolsonaro além de patético é maligno #forabolsonaro #GuedesFalastrao #economia #guedes #gasolina  #BolsonaroAcabou #LulaPresidente2022 https://t.co/82lU8KhoJO",
Mon Sep 27 18:56:12 +0000 2021,[1442563744488468482],@randolfeap Na época do PT Elem de comer bem eu comprei minha moto depois o meu carro minha casa. Hoje não tá dando nem pra comer meu nem compra gasolina que dirá carro e casa! esse Bolsonaro é mandado do   satanás!,
Mon Sep 27 18:56:15 +0000 2021,[1442563756958044161],"Gilmar Mendes diz que Bolsonaro teve ""choque de realidade"" e recuou porque percebeu ter ""passado dos limites"" - Núcleo Luciano  ... - https://t.co/hKMWA8Is0o  #TáCaroCulpaDoBolsonaro #LulaLivreBrasilLivre #2OutForaBolsonaro #DireitosnaRede #RedePTRibeirao https://t.co/Sus3MfcML9",
Mon Sep 27 18:56:18 +0000 2021,[1442563769452875789],Entrepreneurs demand that Bolsonaro’s government play a leading role in the environmental agenda – 09/27/2021 – Market https://t.co/YrkW5ne6Wy,
Mon Sep 27 18:56:24 +0000 2021,[1442563792957845510],"Bolsonaro completa 1.000 dias de nó, negacionismo, e negociatas com os ladrões do Centrão que resultaram no fim da Lava Jato, a volta de Lula e o PT e a manutenção de todas as mamatas no 3 poderes https://t.co/JzqCqMD5MF   #1000DiasDeMentiras",
Mon Sep 27 18:56:26 +0000 2021,[1442563799685423107],"super aplicativo 2021/2022 (uber clone, ifood clone, loogi, uber eats,tu... https://t.co/x6jGQSJpxG   #Damião #1000DiasSemCorrupcao #1000Diasdementiras #F90BR #KalbimSensiz #Pétala #tbt #Globo #Sucesso #Bolsonaro #Lula #Brasil #COVID19 #CPIdaCOVID19 #Marketing #Uber #uberdriver",
Mon Sep 27 18:56:26 +0000 2021,[1442563800977141761],"@AlanSight @VEJA Assim como Lula elegeu Bolsonaro, Lulamimions, como o machão Zé de Abreu e sua militância com as mãos esfoladas ao aplaudir sua misoginia, vão reabilitar conservadores teens dissimulados em partidos progressistas, como a depuTábata de pos",
Mon Sep 27 18:56:30 +0000 2021,[1442563816387141639],"O PT ficou  16 anos no poder engando o povo do Nordeste e do restante do Brasil. Bolsonaro em 1.000 dias  fez o que o PT não fez em 16 anos, principalmente no Nordeste Brasileiro, com a transposição do Rio São Francisco. Acabouuuuuuuu PT",
Mon Sep 27 18:56:33 +0000 2021,[1442563831960686594],,
Mon Sep 27 18:56:34 +0000 2021,[1442563834519199745],"@jandira_feghali Água no nordeste com abundância e só Bolsonaro conseguiu fazer isso , o melhor Presidente que o Brasil já teve . Enquanto isso fik em ksa !!!",
Mon Sep 27 18:56:39 +0000 2021,[1442563857831051264],"A @CNNBrasil dando palco p/FakeNews do Ministro da Economia Paulo Guedes q afirma que o desemprego, a miséria, e os 38 MILHÕES de invisíveis, já existiam antes do Governo Bolsonaro...  Falou o cara que acabou c/o CENSO e destrói o IBGE e nem 1 jornalista p/fazer ocontraditório...",
Mon Sep 27 18:56:41 +0000 2021,[1442563865150046209],Empresários se descolam da política ambiental de Bolsonaro e enviam carta ao presidente da COP-26 – Revista Globo Rural https://t.co/RV6TuaOc86,
Mon Sep 27 18:56:45 +0000 2021,[1442563882921480194],@ClaudinhoMorei4 @hlvsche @HenRick42_ @CNNBrasil Ah tá... o que vai levar o país pra frente é você mamando no bandido do Bolsonaro o dia inteiro.,
Mon Sep 27 18:56:46 +0000 2021,[1442563883957432322],"Super aplicativo 2021 / 2022(uber clone, ifood clone, uber eats, loggi) https://t.co/MiPcVNCWPV   #Damião #1000DiasSemCorrupcao #1000Diasdementiras #F90BR #KalbimSensiz #Pétala #tbt #Globo #Sucesso #Bolsonaro #Lula #Brasil #COVID19 #CPIdaCOVID19 #Marketing #Uber #uberdriver",
Mon Sep 27 18:56:47 +0000 2021,[1442563889724477440],@GefridoT FAKE. Não existem pesquisas confiáveis nem no Brasil todo imagina por favor estado. Se eu fizer uma pesquisa aki na minha rua Bolsonaro tem mais de 90 %,
Mon Sep 27 18:56:47 +0000 2021,[1442563891666489359],Dia 2 de outubro nosso encontro é nas ruas de todo Brasil pra dar um basta a esse governo destruidor. Essa carestia e o sofrimento com Bolsonaro precisam acabar. #1000DiasDeMentiras #2deoutubro #ForaBolsonaro https://t.co/K9lPGPxVYy,
Mon Sep 27 18:56:48 +0000 2021,[1442563894099152899],"@Estadao @EstadaoPolitica A realidade está se impondo a Bolsonaro.  Seu grito de 'independência' às margens da Paulista falhou, seu lobby de remédios milagrosos pra Covid fracassou, seu projeto 'salvador da pátria' desmoronou. Só lhe restou o inescusável:",
Mon Sep 27 18:56:56 +0000 2021,[1442563928924557312],@carteiroreaca @BolsonaroSP Se colocarem uma campanha para esclarecimento sobre como o governo Bolsonaro consegue evitar a corrupção e tocar obras o gasela saltitante entra no STF com pedido para proibir a divulgação.,
Mon Sep 27 18:57:02 +0000 2021,[1442563953981284363],"@Priscilla3579 @vieira0157 @Metropoles @jairbolsonaro Se a proporção cobrada pela Petrobras aumentar a mais do que a redução dos impostos, o valor sobe, independentemente dos governadores, quem não mexem nos impostos há vários anos. Defender o Bolsonaro, ",
Mon Sep 27 18:57:06 +0000 2021,[1442563970444013568],"Enquanto os esquerdistas e a mídia corrompida tentam, todos os dias, denegrir o presidente, os sertanejos de Pilão Arcado e Casa Nova agradecem pela chegada da água.   Presidente Bolsonaro leva água para o sertão com MDR (ABR/2020) https://t.co/BwRFluiU1b via @YouTube",
Mon Sep 27 18:57:18 +0000 2021,[1442564018791649281],@izzynobre Eu votei no Bolsonaro na enquete só pra ver se poderia entrar na fila pra comer teu cu mesmo. Tu faz muito o estilo urso de Grindr.,
Mon Sep 27 18:57:20 +0000 2021,[1442564026219778049],"@AndreSuzi @UOLNoticias Além da ignorância do Bolsonaro, é incrível ver a ignorância dos seus seguidores (se não for robô, é gado). O Alexandre Garcia não foi demitido por sua opinião, mas por espalhar notícia falsa, ajudar a população a se desinformar, m",
Mon Sep 27 18:57:27 +0000 2021,[1442564058172043268],"@RicaPerrone Quando a gente pergunta quais acusações de corrupção o JAIR Bolsonaro responde, só vemos sorrisos amarelos e latidos...   Sem contar quer: Não ter acusações e ter respondido e sido inocentado, tem o MESMO valor.",
Mon Sep 27 18:57:28 +0000 2021,[1442564063406473219],"Bolsonaro não representa pólo algum. É antidemocrático e autoritário. Em seu mundo ideal seria o único partido. Depois que o PT de Lula, seu maior rival, de nada tem de extremo, tanto no ideológico quanto no prático.",
Mon Sep 27 18:57:34 +0000 2021,[1442564086588485637],,
Mon Sep 27 18:57:36 +0000 2021,[1442564095136387072],Bolsonaro diz que Forças Armadas não cumpririam suas eventuais ordens absurdas https://t.co/Cmp8qIpyxu Família funk há lá do proibidão (...).,
Mon Sep 27 18:57:42 +0000 2021,[1442564118364360706],@JaoMKZika @gardenszhed E nenhuma com proteção Quem escolhe lado é idiota Pra mim Bolsonaro e esses daí tem que se fuder pra aprender a virar gente,
Mon Sep 27 18:57:46 +0000 2021,[1442564135649226753],"@ricardo_nakaoka @SissyRibs @alobarreto @willgomes Para finalizar, fui um dos que votei em Ciro em 2018 por achar ele era a única opção viável contra Bolsonaro. Assim como penso que Lula hoje é a única opção viável contra Bolsonaro… mais pelos desméritos ",
Mon Sep 27 18:57:47 +0000 2021,[1442564140162224135],"@erikakokay Essa manifestação foi há apenas 3 semanas,  vc acha mesmo q o Bolsonaro precisaria disso?  O cachaceiro tem medo de ir às ruas enqto aonde o.mito vai, arrebata multidões do Oiapoque ao Chuí. https://t.co/RZTzipmr3S",
Mon Sep 27 18:57:48 +0000 2021,[1442564144889217027],Rir ou chorar?  Bolsonaro é o bundão que mantém e aplaude Paulo Guedes. Acaba sendo culpado mesmo!   #TaCaroCulpaDoBolsonaro https://t.co/qRPxHEvtPu,
Mon Sep 27 18:57:55 +0000 2021,[1442564175998369798],"Presidente Bolsonaro anda pelos quatro cantos do Brasil!  O globalista liberaloide Macron precisa sair sempre escoltado. Depois de um tapa na cara, hoje tomou uma ovada.   https://t.co/DhMXterNOX",
Mon Sep 27 18:57:56 +0000 2021,[1442564177059409922],@siteptbr Está certo!!! Quer usar Wi-Fi de graça tem que ver quem está disponibilizando esse recurso.  Governo Bolsonaro está salvando esse país!,
Mon Sep 27 18:58:01 +0000 2021,[1442564198492426252],"Essa história de crédito no Caixa tem é a cara do Bolsonaro mano,vai afundar os mais pobres ainda mais na pobreza com essa de que tá ajudando o povo",
Mon Sep 27 18:58:04 +0000 2021,[1442564214283857922],"@somente_observo @MarcioManso99 @willgomes Não. Já estão formandos como os liberais que mantiveram a política econômica de FHC, a mesma de Dilma, Temer e Bolsonaro e como o governo de ""esquerda"" que deu recorde de lucro para banqueiros.",
Mon Sep 27 18:58:16 +0000 2021,[1442564262967197697],"Toda essa conversa de terceira via com Huck, Amoedo, tucanos, Mandetta etc., tudo isso é conversa fiada. E o Ciro é o Ciro: só divide, não agrega. O único candidato atualmente com chance de ameaçar tanto Lula como Bolsonaro é o Moro. E todos sabem disso. https://t.co/czZwCIVeoR",
Mon Sep 27 18:58:18 +0000 2021,[1442564271284670465],@V4vvu @itinholima3 @pao__loko @sinistramemes O que vc acharia se o Bolsonaro emitisse um decreto dizendo que todos que desrespeitarem ele seriam executados?,
Mon Sep 27 18:58:25 +0000 2021,[1442564301219250185],Bolsonaro diz que Forças Armadas não cumpririam suas eventuais ordens absurdas https://t.co/Cmp8qIH9p2 É família funk há lá do proibidão (...).,
Mon Sep 27 18:58:27 +0000 2021,[1442564309255696385],"@Rconstantino ??? Pede pro Flávio Bolsonaro não entrar com foro privilegiado pra a gente ver um negócio aqui, pergunte ao governo se eles são contra o foro privilegiado por favor.  E os contratos da covaxin? Você é mau caráter ou é cego mesmo?",
Mon Sep 27 18:58:29 +0000 2021,[1442564318491406336],"@UOLNoticias Canto da sereia, para enganar as pessoas, aí fala isso para ver se votam novamente em Bolsonaro para ver se realmente ele faz isso na próxima chance, não privatizou nem a tv Lula que depende só dá caneta, acham mesmo que irá privatizar isso ?",
Mon Sep 27 18:58:35 +0000 2021,[1442564342201962500],"Segundo o material, foram catalogadas 32 situações que culminaram em violações de direitos humanos desde a posse do atual presidente. #Bolsonaro #100diasBolsonaro #tvcultura #JTCultura https://t.co/IJIyyzuLWs",
Mon Sep 27 18:58:38 +0000 2021,[1442564353258106887],"@ffelipemoraiss @direitatrabalha @eudiegoramos @arthurmoledoval Bolsonaro tem 25% consolidado, Lula tem 35%, somando dão 60%, logo tem uma margem de 40% para uma 3a via, simples.  Aliás, msm se n houvesse margem alguma eu ia defender msm assim, pois defen",
Mon Sep 27 18:58:38 +0000 2021,[1442564355745329158],"Segundo o material, foram catalogadas 32 situações que culminaram em violações de direitos humanos desde a posse do atual presidente. #Bolsonaro #100diasBolsonaro #tvcultura #JTCultura https://t.co/0Jjuqy5DlT",
Mon Sep 27 18:58:44 +0000 2021,[1442564381791846403],@vazmarcio80 @totobann @JovemPanNews @alertatotal Ele não pode sair as ruas porque tem loucos como vocês que vivem em uma realidade paralela. Bolsonaro também só sai porque tem a estrutura do Planalto e dinheiro público para torrar com seguranças.  https:,
Mon Sep 27 18:58:46 +0000 2021,[1442564390319009792],"Em seu projeto absurdo de privatização da Eletrobras, Bolsonaro vetou alguns pontos criados para apoiar os trabalhadores, como um dispositivo que obriga o Executivo a reaproveitar funcionários demitidos sem justa causa até um ano após a privatização.",
Mon Sep 27 18:58:52 +0000 2021,[1442564415493189641],"Além de envergonhar o Brasil perante o mundo, Bolsonaro perde a chance de formas alianças comercias que trariam investimento ao país. https://t.co/52chxSJqGK",
Mon Sep 27 18:58:58 +0000 2021,[1442564438113009664],"@ducavendish @tabataamaralsp Falou o playboy que chupa as bolas do Bolsonaro, um vagabundo frouxo que só ataca mulher... Toma vergonha nessa cara de babaca, seu merda",
Mon Sep 27 18:58:58 +0000 2021,[1442564440147337217],"Será que PT vai regulamentar a os jornalistas e redes sociais igual em Cuba, e também roubos de celulares?  Socialismo de celulares.  Ministra  Mandetta  Governo Bolsonaro  Damião  #GloboLixo  Neto Carmen Lúcia  Presidência  Cowboys",
Mon Sep 27 18:59:01 +0000 2021,[1442564450284883969],"@FabhioTuri @SueColbert @CarlosBolsonaro Não tem nada de engraçado. A premissa aqui é justamente o fato da bandeira nacional estar associada aos movimentos de extrema direita (atual governo). É, SIM, um protesto contra Bolsonaro (ligue o áudio). E NÃO, nã",
Mon Sep 27 18:59:03 +0000 2021,[1442564458790981633],"TSE julgará ação que pode cassar a chapa Bolsonaro-Mourão em outubro e ministros dizem que provas são ""material forte"" https://t.co/EUf6Fb5i1y Eu quero ver Cassação da chapa já! #ForaBolsonaroMourão",
Mon Sep 27 18:59:04 +0000 2021,[1442564463555645440],"Será que a ciência,a comissão do Dória, o JN, CNN, CPI, STF, OMS conseguem explicar porque Bolsonaro o único no grupo de vacinados testou negativo para covid sendo ele ""transvacinado""?",
Mon Sep 27 18:59:07 +0000 2021,[1442564477040406530],"@CNNBrasil 1.000.000 ÷ 2 = 500.000 500.000 ÷ 36 = 13.888  OU SEJA  Ciro e Lula receberam 13.800 reais por mês do dinheiro DO PARTIDO   Bolsonaro gasta quase UM MILHÃO POR MÊS no cartão corporativo, isso mesmo, ele gasta quase UM MILHÃO DE REAIS POR MÊS  d",
Mon Sep 27 18:59:08 +0000 2021,[1442564482014728193],"@renataagostini Você precisa provar que no governo Bolsonaro tem corrupção, de acordo com o que falou agora a pouco. Você é uma Madalena arrependida da CNN",
Mon Sep 27 18:59:16 +0000 2021,[1442564514478653442],"@VEJA Tanto qto Lula elegeu Bolsonaro, Lulamimions, como o machão ZdeA e militância com as mãos esfoladas ao aplaudir sua misoginia, vão reabilitar conservadores teens dissimulados em partidos progressistas ao mudar o foco da cobrança, como o caos da depu",
Mon Sep 27 18:59:20 +0000 2021,[1442564531042066434],@bielconn @Tania_Rec Já pensou preferir ser gado do Bolsonaro que do Moro. Que doença… tinha que ser esse lunatico que fica babando ovo de eleição de gringo como se isso afetasse a vida dele.,
Mon Sep 27 18:59:23 +0000 2021,[1442564543759192070],"Bolsonaro vai ferrar com o Brasil. Ditadura não se derruba com discurso. Ditadura se derruba é com enfrentamento. Bolsonaro, com ajuda do Temer Vampirão, escreve carta de amor para o Xandrão. Bolsonaro pirou de vez? Ou é cúmplice e está prevaricando?",
Mon Sep 27 18:59:28 +0000 2021,[1442564566643183617],"@luisnassif Globo esta a toda na criação da tão sonhada 3via, a questão é que para isso precisam derrubar o Bolsonaro, e eu não vejo isso! Mas da globo td se espera!",
Mon Sep 27 18:59:34 +0000 2021,[1442564591687438337],"@Metropoles @jairbolsonaro Absurdo nada!!! Empresa privada não tem obrigação de ficar com funcionário em seus quadros!! Não precisa nem justificar a demissão, se não quiser. Mas Jair Bolsonaro não sabe disso pq nunca trabalhou com CTPS na iniciativa priva",
Mon Sep 27 18:59:35 +0000 2021,[1442564595013459968],"@GilneiBorba @LulaOficial Sim, Bolsonaro está derretendo e o Ciro vai ter que explicar o que foi fazer em Paris, se ausentando covardemente da disputa de 2018, entre Democracia x Barbárie. E fique certo, se Ciro for para o segundo turno contra Bozo, a mil",
Mon Sep 27 18:59:37 +0000 2021,[1442564604563914754],@printsminions Tem q entrar uns infiltrados e jogar a duvida em todos. Sera q todos sao comunistas? Ate o Bolsonaro vc acha argumentos pra isso. Vai criando uma briga de todos contra todos haha,
Mon Sep 27 18:59:39 +0000 2021,[1442564609584422913],"Odeiam tanto o Bolsonaro que criam narrativas que nem eles acreditam, mas propagam para ficar de boa com a imprensa...",
Mon Sep 27 18:59:41 +0000 2021,[1442564617843191809],"Lira, passou e muito da hora, você e o Rodrigo Maia, se fizeram de ""cegos"" e não deram andamento. São dois coniventes e compactuam com o que o DESgoverno Bolsonaro faz e fez .",
Mon Sep 27 18:59:44 +0000 2021,[1442564631780728832],"@matriques @CNNBrasil Deixa entender: O fato do Bolsonaro gastar 2 milhões em réveillon com dinheiro público, justifica o fato do Lula e do Ciro também torrarem dinheiro público?",
Mon Sep 27 18:59:50 +0000 2021,[1442564659249401858],@CNNBrasil 1 milhão desde 2019 Dividido por 2 = 500 mil cada. Divido por 33 meses +- 15 mil por mês para cada um. Esse dinheiro é LEGAL (previsto em lei). Já o cartão corporativo do Bolsonaro segue em sigilo.,
Mon Sep 27 18:59:59 +0000 2021,[1442564693751652357],"Quando a gente diz q não existe terceira via... São todos a direita!!!  Opinião: Chico Alves - Bolsonaro desmonta o Brasil, mas 'terceira via' escolhe Lula como i... https://t.co/h31Ng2tVmB via @UOLNoticias @UOL",
Mon Sep 27 19:00:00 +0000 2021,[1442564699447513096],"#CâmaraDeDeputados: Câmara mantém vetos parciais e totais de Bolsonaro em sete propostas, entre elas está lei para modernizar ambiente de negócios  https://t.co/6E3Qq1iJrL",
Mon Sep 27 19:00:03 +0000 2021,[1442564712634503170],"@julianadalpiva @mandetta @cirogomes @Sen_Alessandro @jairbolsonaro Se Bolsonaro estiver em baixa, ele vai participar de debate, sim, porque é um oportunista nato.",
Mon Sep 27 19:00:12 +0000 2021,[1442564748323835904],Bolsonaro a salué les récentes manifestations fascistes au Brésil et a défendu sa politique criminelle d’«immunité collective» qui a causé près de 600.000 décès par la COVID-19. https://t.co/jX2TSdHVib,
Mon Sep 27 19:00:17 +0000 2021,[1442564768443691011],Matheus Leitão: Governo Bolsonaro chega aos 1.000 dias construindo crises e conflitos (via @Mleitaonetto) #VEJAColunistas https://t.co/Fd7InxTln6 https://t.co/Afxtha9pBA,
Mon Sep 27 19:00:25 +0000 2021,[1442564805869506566],"Necton Política Agenda da Semana: A semana começou com a participação do presidente Bolsonaro no lançamento do programa de crédito Caixa Tem, que oferece microcrédito para os usuários do aplicativo Caixa Tem. Serão oferecidas linhas de R$ 500 a R$ 3 mil em parcelas",
Mon Sep 27 19:00:26 +0000 2021,[1442564808612532229],"que variam de 18 a 24 meses. Além disso, Bolsonaro completa hoje (27) mil dias de governo. Para comemorar, deve cumprir uma agenda que inclui cerimônia no Palácio do Planalto e viagens ao longo da semana pelo País, passando por Teixeira de Freitas (BA), Teotônio Vilela (AL),",
Mon Sep 27 19:00:27 +0000 2021,[1442564813163487246],"Vc sabia? Bolsonaro disse: - Eu tenho cinco filhos. Foram quatro homens, aí no quinto eu dei uma fraquejada e veio uma mulher   https://t.co/yIr8Shl08L",
Mon Sep 27 19:00:28 +0000 2021,[1442564815369605125],Vc sabia? Bolsonaro sempre foi contra o isolamento social durante a pandemia. Acha que a cloroquina resolve a pandemia   https://t.co/mQW1gSmImQ,
Mon Sep 27 19:00:29 +0000 2021,[1442564819157078017],"Vc sabia? Bolsonaro desviou R$ 7,5 MILHÕES destinados a testes de Covid para o programa da sua esposa Michelle. A nota da SECOM não explica o motivo da casa civil orientar como fazer a doação ao invés de informar que não era possível   https://t.co/EMASo5IBC5",
Mon Sep 27 19:00:29 +0000 2021,[1442564820130271234],Vc sabia? Bolsonaro assumiu que Queiroz fez pagamentos pessoais para ele. Presidente disse ainda se referiu aos R$ 89 mil   https://t.co/NE8qoj8JJz,
Mon Sep 27 19:00:32 +0000 2021,[1442564833296084995],"@ocolunista_ Visual e superficialmente,podem até achar interessante a figura do governador do RS.  Mas se trata mais uma vez de um político obscuro, com pouca experiência e cercado de incertezas.  Seria mais uma aposta no vale-tudo contra a esquerda, vale",
Mon Sep 27 19:00:35 +0000 2021,[1442564844750729224],"Vc sabia? Bolsonaro sobre seu posicionamento contra os homossexuais. ""90% dos adotados vão ser homossexuais e vão ser garotos de programa deste casal"" (referindo-se aos filhos adotados de casais homossexuais)   https://t.co/Cez7aY6Zoo",
Mon Sep 27 19:00:37 +0000 2021,[1442564853143642114],O cara vem falar no Twitter sobre matéria do “Fanáticos”. Me pope. Direita Bolsonaro não dá Ibope para esses caras. Eu não assisto #GloboLixo,
Mon Sep 27 19:00:44 +0000 2021,[1442564882679746561],"@guimaraes13PT Bolsonaro tem culpa sim tanto quanto o PT. Política e político é tudo uma bosta só, roubam e se afiliam a corruptos que fazem rachadinhas e que colocam dinheiro na cueca...",
Mon Sep 27 19:00:59 +0000 2021,[1442564944914956288],"@dlmedrado @SissyRibs @alobarreto @willgomes Aqui a rasteira. E vou além: para tirar apoio do Ciro, o PT rifou a Marília Arraes em Pernambuco, apoiando o ""golpista"" PSB. Eu não tenho emoção nenhuma por político (tirando as negativas pelo Bolsonaro), isso ",
Mon Sep 27 19:01:12 +0000 2021,[1442564999415619589],"@GoodPoliticGuy Here in Brazil It's the inverse  If You say that you don't like some acts of Bolsonaro the republicans Will think You are ""Leftcho"" or ""esquerdopata"" and Will talk about The ""PT"" ""Partido do Trabalhador"" ""worker's party""   My gradma is one",
Mon Sep 27 19:01:14 +0000 2021,[1442565008857174017],"A terceira via atacar o Lula, neste momento, é uma burrice recorrente e sem qualquer lógica. A chance para a sua viabilidade é enfraquecer, ainda mais, Bolsonaro. Lula está no segundo turno. Bolsonaro, ainda não. Uma aliança menos apaixonada precisa ser alinhavada, logo!",
Mon Sep 27 19:01:19 +0000 2021,[1442565030793265157],"A tática de Bolsonaro e sua milícia é ocupar a esquerda odiando minorias enquanto rouba sem ser incomodado. Semana passada, a esquerda se ocupou com a pizza na rua. Hoje, foi a vez de a esquerda se ocupar com a ""transvacinada"". E assim ele continua no poder.",
Mon Sep 27 19:01:20 +0000 2021,[1442565034836512772],"@gleisi O mundo está com os mesmos problemas. Não vem botar a culpa no Bolsonaro por uma desgraça global que foi a pandemia. E vcs que assaltaram as estatais? Se aparelharam com empreiteiras e só terminaram obras no exterior? Teu partido, do tesoureiro ao",
Mon Sep 27 19:01:22 +0000 2021,[1442565043267145728],"@planet_liberal Em compensação nos currais, tanto nos EUA quanto no Brasil, todo o gado vota em Trump/Bolsonaro.  É um sistema que também se retroalimenta: eles comem capim, depois cagam e adubam o pasto pra comer de novo.",
Mon Sep 27 19:01:22 +0000 2021,[1442565045137854471],"@caragualucia @DCM_online E?""E""que o resultado está aí: fome,miséria,inflação,desemprego,arrocho,devastação ambiental,entreguismo,desmonte,corrupção,atraso,mortes etc etc. CONSEQUÊNCIAS do projeto neoliberal neocolonial imposto pelos GOLPISTAS d 2016 cujo",
Mon Sep 27 19:01:23 +0000 2021,[1442565047574687747],"Nada é tão ruim que não possa piorar, diz Bolsonaro sobre a inflação, que seu governo não consegue controlar. Sinceramente, nunca pensei que iria concordar com algo que esse senhor dissesse.",
